state,date,biometric,demographic,enrolment,total
Dadra & Nagar Haveli,2025-10-18,3.0,0.0,1.0,4.0
Dadra & Nagar Haveli,2025-10-19,1.0,0.0,0.0,1.0
Dadra & Nagar Haveli,2025-10-24,0.0,8.0,0.0,8.0
Dadra & Nagar Haveli,2025-10-25,0.0,2.0,0.0,2.0
Dadra & Nagar Haveli,2025-10-26,8.0,2.0,0.0,10.0
Dadra & Nagar Haveli,2025-10-27,6.0,0.0,0.0,6.0
Dadra & Nagar Haveli,2025-10-28,2.0,1.0,0.0,3.0
Dadra & Nagar Haveli,2025-10-29,3.0,4.0,0.0,7.0
Dadra & Nagar Haveli,2025-10-30,1.0,1.0,1.0,3.0
Dadra & Nagar Haveli,2025-10-31,11.0,2.0,1.0,14.0
Dadra & Nagar Haveli,2025-11-01,12.0,0.0,0.0,12.0
Dadra & Nagar Haveli,2025-11-02,2.0,2.0,1.0,5.0
Dadra & Nagar Haveli,2025-11-03,5.0,3.0,0.0,8.0
Dadra & Nagar Haveli,2025-11-04,2.0,12.0,0.0,14.0
Dadra & Nagar Haveli,2025-11-05,2.0,7.0,0.0,9.0
Dadra & Nagar Haveli,2025-11-06,4.0,4.0,0.0,8.0
Dadra & Nagar Haveli,2025-11-07,6.0,5.0,0.0,11.0
Dadra & Nagar Haveli,2025-11-08,5.0,6.0,0.0,11.0
Dadra & Nagar Haveli,2025-11-09,1.0,0.0,0.0,1.0
Dadra & Nagar Haveli,2025-11-10,6.0,2.0,1.0,9.0
Dadra & Nagar Haveli,2025-11-11,1.0,0.0,1.0,2.0
Dadra & Nagar Haveli,2025-11-12,2.0,1.0,0.0,3.0
Dadra & Nagar Haveli,2025-11-13,4.0,0.0,0.0,4.0
Dadra & Nagar Haveli,2025-11-14,10.0,0.0,1.0,11.0
Dadra & Nagar Haveli,2025-11-15,2.0,4.0,1.0,7.0
Dadra & Nagar Haveli,2025-11-16,2.0,0.0,0.0,2.0
Dadra & Nagar Haveli,2025-11-17,2.0,0.0,0.0,2.0
Dadra & Nagar Haveli,2025-11-18,0.0,5.0,1.0,6.0
Dadra & Nagar Haveli,2025-11-19,2.0,0.0,2.0,4.0
Dadra & Nagar Haveli,2025-11-25,4.0,0.0,0.0,4.0
Dadra & Nagar Haveli,2025-12-15,2.0,0.0,0.0,2.0
Dadra & Nagar Haveli,2025-12-22,0.0,1.0,0.0,1.0
Dadra & Nagar Haveli,2025-12-23,0.0,8.0,0.0,8.0
Dadra & Nagar Haveli,2025-12-25,5.0,1.0,1.0,7.0
Dadra & Nagar Haveli,2025-12-26,7.0,10.0,0.0,17.0
Dadra & Nagar Haveli,2025-12-27,1.0,0.0,0.0,1.0
Dadra & Nagar Haveli,2025-12-28,2.0,5.0,0.0,7.0
Dadra & Nagar Haveli,2025-12-29,4.0,0.0,0.0,4.0
Dadra and Nagar Haveli,2025-04-01,3282.0,1122.0,0.0,4404.0
Dadra and Nagar Haveli,2025-05-01,3589.0,0.0,0.0,3589.0
Dadra and Nagar Haveli,2025-06-01,3091.0,0.0,0.0,3091.0
Dadra and Nagar Haveli,2025-07-01,3234.0,0.0,0.0,3234.0
Dadra and Nagar Haveli,2025-09-01,198.0,25.0,16.0,239.0
Dadra and Nagar Haveli,2025-09-02,207.0,94.0,16.0,317.0
Dadra and Nagar Haveli,2025-09-03,216.0,3.0,21.0,240.0
Dadra and Nagar Haveli,2025-09-04,171.0,76.0,7.0,254.0
Dadra and Nagar Haveli,2025-09-05,53.0,46.0,2.0,101.0
Dadra and Nagar Haveli,2025-09-06,91.0,86.0,2.0,179.0
Dadra and Nagar Haveli,2025-09-07,11.0,6.0,0.0,17.0
Dadra and Nagar Haveli,2025-09-08,256.0,92.0,19.0,367.0
Dadra and Nagar Haveli,2025-09-09,349.0,81.0,25.0,455.0
Dadra and Nagar Haveli,2025-09-10,295.0,15.0,17.0,327.0
Dadra and Nagar Haveli,2025-09-11,395.0,102.0,30.0,527.0
Dadra and Nagar Haveli,2025-09-12,480.0,0.0,19.0,499.0
Dadra and Nagar Haveli,2025-09-13,233.0,76.0,11.0,320.0
Dadra and Nagar Haveli,2025-09-14,24.0,14.0,3.0,41.0
Dadra and Nagar Haveli,2025-09-15,417.0,108.0,10.0,535.0
Dadra and Nagar Haveli,2025-09-16,454.0,190.0,14.0,658.0
Dadra and Nagar Haveli,2025-09-17,390.0,99.0,16.0,505.0
Dadra and Nagar Haveli,2025-09-18,433.0,33.0,22.0,488.0
Dadra and Nagar Haveli,2025-09-19,385.0,16.0,19.0,420.0
Dadra and Nagar Haveli,2025-09-20,237.0,40.0,9.0,286.0
Dadra and Nagar Haveli,2025-10-13,1.0,8.0,13.0,22.0
Dadra and Nagar Haveli,2025-10-15,105.0,43.0,15.0,163.0
Dadra and Nagar Haveli,2025-10-16,87.0,189.0,9.0,285.0
Dadra and Nagar Haveli,2025-10-17,100.0,54.0,10.0,164.0
Dadra and Nagar Haveli,2025-10-18,61.0,0.0,8.0,69.0
Dadra and Nagar Haveli,2025-10-19,60.0,4.0,1.0,65.0
Dadra and Nagar Haveli,2025-10-20,12.0,11.0,1.0,24.0
Dadra and Nagar Haveli,2025-10-21,8.0,8.0,5.0,21.0
Dadra and Nagar Haveli,2025-10-22,1.0,2.0,0.0,3.0
Dadra and Nagar Haveli,2025-10-23,3.0,3.0,0.0,6.0
Dadra and Nagar Haveli,2025-10-24,108.0,42.0,6.0,156.0
Dadra and Nagar Haveli,2025-10-25,72.0,34.0,5.0,111.0
Dadra and Nagar Haveli,2025-10-26,19.0,80.0,4.0,103.0
Dadra and Nagar Haveli,2025-10-27,129.0,6.0,2.0,137.0
Dadra and Nagar Haveli,2025-10-28,55.0,8.0,5.0,68.0
Dadra and Nagar Haveli,2025-10-29,94.0,38.0,4.0,136.0
Dadra and Nagar Haveli,2025-10-30,14.0,4.0,8.0,26.0
Dadra and Nagar Haveli,2025-10-31,108.0,80.0,14.0,202.0
Dadra and Nagar Haveli,2025-11-01,515.0,10.0,0.0,525.0
Dadra and Nagar Haveli,2025-11-02,57.0,9.0,22.0,88.0
Dadra and Nagar Haveli,2025-11-03,124.0,112.0,4.0,240.0
Dadra and Nagar Haveli,2025-11-04,101.0,15.0,0.0,116.0
Dadra and Nagar Haveli,2025-11-05,61.0,58.0,2.0,121.0
Dadra and Nagar Haveli,2025-11-06,74.0,151.0,6.0,231.0
Dadra and Nagar Haveli,2025-11-07,184.0,95.0,6.0,285.0
Dadra and Nagar Haveli,2025-11-08,53.0,92.0,6.0,151.0
Dadra and Nagar Haveli,2025-11-09,15.0,26.0,7.0,48.0
Dadra and Nagar Haveli,2025-11-10,69.0,57.0,7.0,133.0
Dadra and Nagar Haveli,2025-11-11,49.0,32.0,8.0,89.0
Dadra and Nagar Haveli,2025-11-12,100.0,109.0,12.0,221.0
Dadra and Nagar Haveli,2025-11-13,53.0,0.0,6.0,59.0
Dadra and Nagar Haveli,2025-11-14,144.0,4.0,12.0,160.0
Dadra and Nagar Haveli,2025-11-15,40.0,30.0,12.0,82.0
Dadra and Nagar Haveli,2025-11-16,41.0,25.0,10.0,76.0
Dadra and Nagar Haveli,2025-11-17,64.0,50.0,8.0,122.0
Dadra and Nagar Haveli,2025-11-18,88.0,10.0,13.0,111.0
Dadra and Nagar Haveli,2025-11-19,29.0,33.0,14.0,76.0
Dadra and Nagar Haveli,2025-11-25,209.0,13.0,10.0,232.0
Dadra and Nagar Haveli,2025-12-15,66.0,51.0,5.0,122.0
Dadra and Nagar Haveli,2025-12-22,0.0,17.0,23.0,40.0
Dadra and Nagar Haveli,2025-12-23,0.0,114.0,15.0,129.0
Dadra and Nagar Haveli,2025-12-25,180.0,39.0,12.0,231.0
Dadra and Nagar Haveli,2025-12-26,170.0,16.0,13.0,199.0
Dadra and Nagar Haveli,2025-12-27,104.0,108.0,2.0,214.0
Dadra and Nagar Haveli,2025-12-28,71.0,23.0,0.0,94.0
Dadra and Nagar Haveli,2025-12-29,71.0,31.0,7.0,109.0
Dadra and Nagar Haveli and Daman and Diu,2025-04-01,429.0,0.0,0.0,429.0
Dadra and Nagar Haveli and Daman and Diu,2025-05-01,440.0,0.0,0.0,440.0
Dadra and Nagar Haveli and Daman and Diu,2025-06-01,306.0,0.0,0.0,306.0
Dadra and Nagar Haveli and Daman and Diu,2025-07-01,410.0,0.0,0.0,410.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-01,10.0,44.0,1.0,55.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-02,5.0,59.0,1.0,65.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-03,11.0,35.0,4.0,50.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-04,8.0,36.0,3.0,47.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-05,6.0,8.0,1.0,15.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-06,3.0,33.0,1.0,37.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-07,4.0,5.0,0.0,9.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-08,8.0,30.0,3.0,41.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-09,9.0,34.0,7.0,50.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-10,4.0,61.0,4.0,69.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-11,9.0,48.0,7.0,64.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-12,10.0,65.0,5.0,80.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-13,6.0,26.0,1.0,33.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-14,5.0,9.0,1.0,15.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-15,12.0,60.0,3.0,75.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-16,10.0,28.0,2.0,40.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-17,8.0,25.0,1.0,34.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-18,8.0,32.0,2.0,42.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-19,8.0,41.0,5.0,54.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-20,6.0,29.0,2.0,37.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-13,0.0,0.0,1.0,1.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-15,7.0,64.0,3.0,74.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-16,6.0,77.0,0.0,83.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-17,3.0,45.0,1.0,49.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-18,5.0,32.0,4.0,41.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-19,4.0,18.0,1.0,23.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-20,0.0,16.0,0.0,16.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-21,0.0,7.0,0.0,7.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-22,0.0,2.0,0.0,2.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-23,0.0,6.0,0.0,6.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-24,3.0,49.0,0.0,52.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-25,0.0,16.0,0.0,16.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-26,0.0,24.0,0.0,24.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-27,3.0,5.0,1.0,9.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-28,0.0,13.0,0.0,13.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-29,5.0,18.0,0.0,23.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-30,1.0,1.0,2.0,4.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-31,2.0,14.0,2.0,18.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-01,11.0,14.0,1.0,26.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-02,2.0,37.0,7.0,46.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-03,8.0,51.0,1.0,60.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-04,5.0,4.0,0.0,9.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-05,6.0,60.0,0.0,66.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-06,9.0,117.0,3.0,129.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-07,12.0,42.0,0.0,54.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-08,2.0,73.0,0.0,75.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-09,2.0,36.0,0.0,38.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-10,5.0,23.0,4.0,32.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-11,6.0,19.0,1.0,26.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-12,10.0,25.0,1.0,36.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-13,5.0,32.0,4.0,41.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-14,7.0,20.0,6.0,33.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-15,5.0,36.0,1.0,42.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-16,13.0,27.0,4.0,44.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-17,4.0,17.0,3.0,24.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-18,1.0,24.0,2.0,27.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-19,8.0,40.0,5.0,53.0
Dadra and Nagar Haveli and Daman and Diu,2025-11-25,7.0,16.0,4.0,27.0
Dadra and Nagar Haveli and Daman and Diu,2025-12-15,5.0,45.0,12.0,62.0
Dadra and Nagar Haveli and Daman and Diu,2025-12-22,0.0,27.0,8.0,35.0
Dadra and Nagar Haveli and Daman and Diu,2025-12-23,0.0,48.0,5.0,53.0
Dadra and Nagar Haveli and Daman and Diu,2025-12-25,7.0,46.0,0.0,53.0
Dadra and Nagar Haveli and Daman and Diu,2025-12-26,14.0,38.0,0.0,52.0
Dadra and Nagar Haveli and Daman and Diu,2025-12-27,13.0,43.0,1.0,57.0
Dadra and Nagar Haveli and Daman and Diu,2025-12-28,9.0,124.0,0.0,133.0
Dadra and Nagar Haveli and Daman and Diu,2025-12-29,5.0,49.0,1.0,55.0
Daman & Diu,2025-04-01,192.0,0.0,0.0,192.0
Daman & Diu,2025-05-01,302.0,0.0,0.0,302.0
Daman & Diu,2025-06-01,136.0,0.0,0.0,136.0
Daman & Diu,2025-07-01,345.0,0.0,0.0,345.0
Daman & Diu,2025-09-01,15.0,10.0,0.0,25.0
Daman & Diu,2025-09-02,6.0,14.0,1.0,21.0
Daman & Diu,2025-09-03,12.0,1.0,0.0,13.0
Daman & Diu,2025-09-04,12.0,5.0,1.0,18.0
Daman & Diu,2025-09-05,1.0,0.0,0.0,1.0
Daman & Diu,2025-09-06,1.0,12.0,0.0,13.0
Daman & Diu,2025-09-08,11.0,19.0,0.0,30.0
Daman & Diu,2025-09-09,4.0,16.0,0.0,20.0
Daman & Diu,2025-09-10,11.0,4.0,0.0,15.0
Daman & Diu,2025-09-11,14.0,9.0,0.0,23.0
Daman & Diu,2025-09-12,11.0,14.0,2.0,27.0
Daman & Diu,2025-09-13,10.0,1.0,0.0,11.0
Daman & Diu,2025-09-15,16.0,25.0,0.0,41.0
Daman & Diu,2025-09-16,14.0,4.0,1.0,19.0
Daman & Diu,2025-09-17,14.0,3.0,0.0,17.0
Daman & Diu,2025-09-18,15.0,20.0,1.0,36.0
Daman & Diu,2025-09-19,10.0,8.0,0.0,18.0
Daman & Diu,2025-09-20,9.0,0.0,0.0,9.0
Daman & Diu,2025-10-13,0.0,0.0,2.0,2.0
Daman & Diu,2025-10-15,2.0,12.0,0.0,14.0
Daman & Diu,2025-10-16,6.0,16.0,0.0,22.0
Daman & Diu,2025-10-17,7.0,11.0,0.0,18.0
Daman & Diu,2025-10-18,5.0,0.0,0.0,5.0
Daman & Diu,2025-10-19,1.0,2.0,0.0,3.0
Daman & Diu,2025-10-20,0.0,1.0,0.0,1.0
Daman & Diu,2025-10-21,0.0,1.0,0.0,1.0
Daman & Diu,2025-10-24,9.0,2.0,0.0,11.0
Daman & Diu,2025-10-25,4.0,9.0,0.0,13.0
Daman & Diu,2025-10-26,10.0,4.0,0.0,14.0
Daman & Diu,2025-10-27,3.0,2.0,0.0,5.0
Daman & Diu,2025-10-28,2.0,7.0,0.0,9.0
Daman & Diu,2025-10-29,7.0,7.0,0.0,14.0
Daman & Diu,2025-10-30,3.0,3.0,0.0,6.0
Daman & Diu,2025-10-31,9.0,28.0,1.0,38.0
Daman & Diu,2025-11-01,38.0,7.0,0.0,45.0
Daman & Diu,2025-11-02,1.0,0.0,1.0,2.0
Daman & Diu,2025-11-03,8.0,9.0,0.0,17.0
Daman & Diu,2025-11-04,13.0,11.0,0.0,24.0
Daman & Diu,2025-11-05,15.0,4.0,0.0,19.0
Daman & Diu,2025-11-06,2.0,9.0,0.0,11.0
Daman & Diu,2025-11-07,26.0,7.0,0.0,33.0
Daman & Diu,2025-11-08,5.0,5.0,1.0,11.0
Daman & Diu,2025-11-10,7.0,9.0,0.0,16.0
Daman & Diu,2025-11-11,3.0,7.0,0.0,10.0
Daman & Diu,2025-11-12,31.0,2.0,0.0,33.0
Daman & Diu,2025-11-13,5.0,5.0,0.0,10.0
Daman & Diu,2025-11-14,27.0,15.0,0.0,42.0
Daman & Diu,2025-11-15,4.0,6.0,0.0,10.0
Daman & Diu,2025-11-16,0.0,2.0,0.0,2.0
Daman & Diu,2025-11-17,10.0,14.0,0.0,24.0
Daman & Diu,2025-11-18,8.0,16.0,1.0,25.0
Daman & Diu,2025-11-19,16.0,12.0,0.0,28.0
Daman & Diu,2025-11-25,12.0,0.0,0.0,12.0
Daman & Diu,2025-12-15,6.0,5.0,0.0,11.0
Daman & Diu,2025-12-22,0.0,2.0,1.0,3.0
Daman & Diu,2025-12-23,0.0,16.0,1.0,17.0
Daman & Diu,2025-12-25,25.0,4.0,0.0,29.0
Daman & Diu,2025-12-26,28.0,6.0,0.0,34.0
Daman & Diu,2025-12-27,17.0,8.0,0.0,25.0
Daman & Diu,2025-12-28,4.0,5.0,0.0,9.0
Daman & Diu,2025-12-29,8.0,3.0,2.0,13.0
Daman and Diu,2025-04-01,970.0,0.0,0.0,970.0
Daman and Diu,2025-05-01,802.0,0.0,0.0,802.0
Daman and Diu,2025-06-01,585.0,0.0,0.0,585.0
Daman and Diu,2025-07-01,836.0,0.0,0.0,836.0
Daman and Diu,2025-09-01,35.0,12.0,3.0,50.0
Daman and Diu,2025-09-02,24.0,21.0,1.0,46.0
Daman and Diu,2025-09-03,25.0,21.0,1.0,47.0
Daman and Diu,2025-09-04,27.0,20.0,0.0,47.0
Daman and Diu,2025-09-05,6.0,3.0,0.0,9.0
Daman and Diu,2025-09-06,27.0,25.0,0.0,52.0
Daman and Diu,2025-09-07,3.0,1.0,0.0,4.0
Daman and Diu,2025-09-08,30.0,14.0,1.0,45.0
Daman and Diu,2025-09-09,26.0,22.0,4.0,52.0
Daman and Diu,2025-09-10,40.0,28.0,0.0,68.0
Daman and Diu,2025-09-11,46.0,31.0,2.0,79.0
Daman and Diu,2025-09-12,68.0,25.0,2.0,95.0
Daman and Diu,2025-09-13,47.0,10.0,2.0,59.0
Daman and Diu,2025-09-14,5.0,1.0,1.0,7.0
Daman and Diu,2025-09-15,68.0,28.0,1.0,97.0
Daman and Diu,2025-09-16,47.0,24.0,1.0,72.0
Daman and Diu,2025-09-17,75.0,20.0,2.0,97.0
Daman and Diu,2025-09-18,66.0,25.0,1.0,92.0
Daman and Diu,2025-09-19,57.0,20.0,0.0,77.0
Daman and Diu,2025-09-20,26.0,11.0,0.0,37.0
Daman and Diu,2025-10-13,0.0,5.0,3.0,8.0
Daman and Diu,2025-10-15,23.0,16.0,2.0,41.0
Daman and Diu,2025-10-16,26.0,33.0,1.0,60.0
Daman and Diu,2025-10-17,20.0,6.0,1.0,27.0
Daman and Diu,2025-10-18,17.0,8.0,3.0,28.0
Daman and Diu,2025-10-19,19.0,6.0,0.0,25.0
Daman and Diu,2025-10-20,1.0,4.0,0.0,5.0
Daman and Diu,2025-10-21,2.0,2.0,1.0,5.0
Daman and Diu,2025-10-24,33.0,9.0,1.0,43.0
Daman and Diu,2025-10-25,13.0,14.0,1.0,28.0
Daman and Diu,2025-10-26,33.0,28.0,0.0,61.0
Daman and Diu,2025-10-27,8.0,1.0,1.0,10.0
Daman and Diu,2025-10-28,8.0,2.0,3.0,13.0
Daman and Diu,2025-10-29,13.0,11.0,1.0,25.0
Daman and Diu,2025-10-30,22.0,15.0,1.0,38.0
Daman and Diu,2025-10-31,35.0,29.0,2.0,66.0
Daman and Diu,2025-11-01,98.0,11.0,0.0,109.0
Daman and Diu,2025-11-02,17.0,4.0,3.0,24.0
Daman and Diu,2025-11-03,34.0,16.0,0.0,50.0
Daman and Diu,2025-11-04,57.0,38.0,0.0,95.0
Daman and Diu,2025-11-05,19.0,19.0,1.0,39.0
Daman and Diu,2025-11-06,22.0,28.0,0.0,50.0
Daman and Diu,2025-11-07,73.0,20.0,1.0,94.0
Daman and Diu,2025-11-08,13.0,14.0,5.0,32.0
Daman and Diu,2025-11-09,3.0,8.0,4.0,15.0
Daman and Diu,2025-11-10,33.0,14.0,1.0,48.0
Daman and Diu,2025-11-11,25.0,3.0,1.0,29.0
Daman and Diu,2025-11-12,86.0,21.0,2.0,109.0
Daman and Diu,2025-11-13,31.0,5.0,0.0,36.0
Daman and Diu,2025-11-14,108.0,28.0,3.0,139.0
Daman and Diu,2025-11-15,30.0,13.0,5.0,48.0
Daman and Diu,2025-11-16,6.0,2.0,2.0,10.0
Daman and Diu,2025-11-17,26.0,9.0,2.0,37.0
Daman and Diu,2025-11-18,33.0,19.0,3.0,55.0
Daman and Diu,2025-11-19,137.0,11.0,6.0,154.0
Daman and Diu,2025-11-25,22.0,0.0,2.0,24.0
Daman and Diu,2025-12-15,12.0,8.0,5.0,25.0
Daman and Diu,2025-12-22,0.0,14.0,3.0,17.0
Daman and Diu,2025-12-23,0.0,32.0,1.0,33.0
Daman and Diu,2025-12-25,46.0,9.0,4.0,59.0
Daman and Diu,2025-12-26,59.0,5.0,2.0,66.0
Daman and Diu,2025-12-27,18.0,28.0,2.0,48.0
Daman and Diu,2025-12-28,11.0,17.0,0.0,28.0
Daman and Diu,2025-12-29,16.0,15.0,2.0,33.0
Delhi,2025-04-01,273966.0,312751.0,5930.0,592647.0
Delhi,2025-05-01,187658.0,131986.0,5581.0,325225.0
Delhi,2025-06-01,136102.0,139698.0,8161.0,283961.0
Delhi,2025-07-01,172708.0,186243.0,18784.0,377735.0
Delhi,2025-09-01,6250.0,4517.0,892.0,11659.0
Delhi,2025-09-02,3848.0,5165.0,859.0,9872.0
Delhi,2025-09-03,4681.0,3361.0,779.0,8821.0
Delhi,2025-09-04,6468.0,4471.0,922.0,11861.0
Delhi,2025-09-05,1455.0,2839.0,239.0,4533.0
Delhi,2025-09-06,6813.0,5302.0,1056.0,13171.0
Delhi,2025-09-07,1362.0,1209.0,259.0,2830.0
Delhi,2025-09-08,6075.0,4822.0,984.0,11881.0
Delhi,2025-09-09,6165.0,5038.0,943.0,12146.0
Delhi,2025-09-10,6327.0,5128.0,936.0,12391.0
Delhi,2025-09-11,6378.0,4914.0,854.0,12146.0
Delhi,2025-09-12,6372.0,3396.0,867.0,10635.0
Delhi,2025-09-13,5147.0,4254.0,842.0,10243.0
Delhi,2025-09-14,1650.0,2265.0,253.0,4168.0
Delhi,2025-09-15,5956.0,6057.0,762.0,12775.0
Delhi,2025-09-16,6351.0,5936.0,872.0,13159.0
Delhi,2025-09-17,6114.0,3770.0,929.0,10813.0
Delhi,2025-09-18,6129.0,4956.0,764.0,11849.0
Delhi,2025-09-19,5799.0,4180.0,674.0,10653.0
Delhi,2025-09-20,5951.0,3533.0,700.0,10184.0
Delhi,2025-10-13,35.0,1250.0,848.0,2133.0
Delhi,2025-10-15,1922.0,6244.0,684.0,8850.0
Delhi,2025-10-16,3941.0,6861.0,304.0,11106.0
Delhi,2025-10-17,3589.0,3269.0,1345.0,8203.0
Delhi,2025-10-18,3876.0,1235.0,565.0,5676.0
Delhi,2025-10-19,3459.0,1911.0,645.0,6015.0
Delhi,2025-10-20,188.0,933.0,120.0,1241.0
Delhi,2025-10-21,269.0,1317.0,67.0,1653.0
Delhi,2025-10-22,23.0,366.0,2.0,391.0
Delhi,2025-10-23,142.0,523.0,5.0,670.0
Delhi,2025-10-24,3454.0,5379.0,475.0,9308.0
Delhi,2025-10-25,3432.0,2605.0,487.0,6524.0
Delhi,2025-10-26,6258.0,4296.0,449.0,11003.0
Delhi,2025-10-27,4762.0,1266.0,372.0,6400.0
Delhi,2025-10-28,2164.0,1811.0,504.0,4479.0
Delhi,2025-10-29,3466.0,4751.0,476.0,8693.0
Delhi,2025-10-30,4563.0,2646.0,1963.0,9172.0
Delhi,2025-10-31,5538.0,6032.0,1068.0,12638.0
Delhi,2025-11-01,4087.0,5382.0,324.0,9793.0
Delhi,2025-11-02,4758.0,3284.0,1546.0,9588.0
Delhi,2025-11-03,5380.0,6705.0,333.0,12418.0
Delhi,2025-11-04,3546.0,5410.0,14.0,8970.0
Delhi,2025-11-05,3513.0,3779.0,908.0,8200.0
Delhi,2025-11-06,6596.0,5667.0,571.0,12834.0
Delhi,2025-11-07,3967.0,5606.0,525.0,10098.0
Delhi,2025-11-08,2993.0,5979.0,809.0,9781.0
Delhi,2025-11-09,3119.0,3025.0,670.0,6814.0
Delhi,2025-11-10,5619.0,4664.0,897.0,11180.0
Delhi,2025-11-11,5034.0,4745.0,591.0,10370.0
Delhi,2025-11-12,4272.0,4148.0,603.0,9023.0
Delhi,2025-11-13,3396.0,2467.0,484.0,6347.0
Delhi,2025-11-14,2694.0,4871.0,683.0,8248.0
Delhi,2025-11-15,2959.0,4158.0,1619.0,8736.0
Delhi,2025-11-16,6426.0,2827.0,801.0,10054.0
Delhi,2025-11-17,5070.0,3820.0,416.0,9306.0
Delhi,2025-11-18,3921.0,3673.0,1103.0,8697.0
Delhi,2025-11-19,2147.0,6363.0,1966.0,10476.0
Delhi,2025-11-25,7546.0,2083.0,692.0,10321.0
Delhi,2025-12-15,3702.0,3744.0,1998.0,9444.0
Delhi,2025-12-22,0.0,3518.0,1614.0,5132.0
Delhi,2025-12-23,3.0,8671.0,864.0,9538.0
Delhi,2025-12-25,8503.0,3775.0,625.0,12903.0
Delhi,2025-12-26,6904.0,7125.0,861.0,14890.0
Delhi,2025-12-27,10022.0,8504.0,923.0,19449.0
Delhi,2025-12-28,2657.0,5964.0,580.0,9201.0
Delhi,2025-12-29,4922.0,4118.0,648.0,9688.0
Goa,2025-04-01,9312.0,0.0,0.0,9312.0
Goa,2025-05-01,8728.0,0.0,0.0,8728.0
Goa,2025-06-01,7353.0,0.0,0.0,7353.0
Goa,2025-07-01,7400.0,0.0,42.0,7442.0
Goa,2025-09-01,534.0,376.0,33.0,943.0
Goa,2025-09-02,203.0,389.0,37.0,629.0
Goa,2025-09-03,235.0,358.0,35.0,628.0
Goa,2025-09-04,338.0,344.0,38.0,720.0
Goa,2025-09-05,230.0,225.0,24.0,479.0
Goa,2025-09-06,193.0,230.0,16.0,439.0
Goa,2025-09-07,10.0,12.0,2.0,24.0
Goa,2025-09-08,279.0,465.0,53.0,797.0
Goa,2025-09-09,340.0,434.0,39.0,813.0
Goa,2025-09-10,317.0,441.0,51.0,809.0
Goa,2025-09-11,283.0,413.0,38.0,734.0
Goa,2025-09-12,259.0,317.0,46.0,622.0
Goa,2025-09-13,62.0,155.0,9.0,226.0
Goa,2025-09-14,19.0,41.0,0.0,60.0
Goa,2025-09-15,224.0,346.0,31.0,601.0
